Entry	Subcellular location [CC]
P15535	SUBCELLULAR LOCATION: Isoform Long: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:18511602}; Single-pass type II membrane protein. Cell membrane; Single-pass type II membrane protein. Cell surface. Cell projection, filopodium {ECO:0000269|PubMed:18511602}. Note=Found in trans cisternae of Golgi. B4GALT1 cell surface expression is regulated by UBE2Q1 (PubMed:18511602). {ECO:0000269|PubMed:18511602}.; SUBCELLULAR LOCATION: Isoform Short: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:3149531}; Single-pass type II membrane protein {ECO:0000269|PubMed:3149531}. Note=Found in trans cisternae of Golgi. {ECO:0000269|PubMed:3149531}.; SUBCELLULAR LOCATION: Processed beta-1,4-galactosyltransferase 1: Secreted {ECO:0000250|UniProtKB:P15291}. Note=Soluble form found in body fluids. {ECO:0000250|UniProtKB:P15291}.
Q9Z2Y2	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Note=Trans cisternae of Golgi stack. {ECO:0000250}.
Q13145	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q9UHQ4	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P82251	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:12167606, ECO:0000269|PubMed:16609684}; Multi-pass membrane protein {ECO:0000269|PubMed:16609684, ECO:0000305|PubMed:12167606}.
Q8BGM5	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NFU0	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O35623	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Golgi apparatus, cis-Golgi network membrane {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}. Note=Concentrated most in the intermediate compartment/cis-Golgi network and the cis-Golgi cisternae 1 and 2. Greatly reduced in concentration at the trans end of the Golgi apparatus (By similarity). {ECO:0000250}.
Q9D2C7	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P55061}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P55061}.
Q3UGY8	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:24711543}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000305|PubMed:24711543}; Single-pass membrane protein {ECO:0000305}.
Q9BXK5	SUBCELLULAR LOCATION: Isoform 2: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Nucleus {ECO:0000305}.; SUBCELLULAR LOCATION: Isoform 1: Nucleus {ECO:0000305}.
O54904	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q9JJ04	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Note=Trans cisternae of Golgi stack. {ECO:0000250}.
O08734	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q9D0L6	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
P50895	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9CZP5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q3B7T3	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q8R079	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P55061	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21075086, ECO:0000269|PubMed:22128171}; Multi-pass membrane protein {ECO:0000269|PubMed:21075086, ECO:0000269|PubMed:22128171}.
P02730	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10926824, ECO:0000269|PubMed:24121512, ECO:0000269|PubMed:26542571, ECO:0000269|PubMed:7506871}; Multi-pass membrane protein {ECO:0000269|PubMed:26542571}. Basolateral cell membrane {ECO:0000269|PubMed:7506871}; Multi-pass membrane protein {ECO:0000269|PubMed:7506871}. Note=Detected in the erythrocyte cell membrane and on the basolateral membrane of alpha-intercalated cells in the collecting duct in the kidney. {ECO:0000269|PubMed:7506871}.
Q9NPZ5	SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type II membrane protein.
Q8BHT6	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|PROSITE-ProRule:PRU10138}; Single-pass type II membrane protein {ECO:0000250}.
Q9Y2A9	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q6UX72	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000255}; Single-pass type II membrane protein {ECO:0000255}.
Q00973	SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type II membrane protein.
Q9JMK0	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Note=Trans cisternae of Golgi stack. {ECO:0000250}.
P51572	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9334338, ECO:0000269|PubMed:9396746}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:11042173, ECO:0000269|PubMed:9396746}; Multi-pass membrane protein {ECO:0000255}. Note=May shuttle between the ER and the intermediate compartment/cis-Golgi complex. {ECO:0000269|PubMed:9396746}.
P16442	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Secreted. Note=Membrane-bound form in trans cisternae of Golgi. Secreted into the body fluid.
P27038	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q6E1M8	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q920V1	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:O75752}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:O75752}.
Q6Y288	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|PROSITE-ProRule:PRU10138, ECO:0000269|PubMed:16899492}; Single-pass type II membrane protein {ECO:0000269|PubMed:16899492}.
Q9C0J1	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q6ZMB0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:15755813}; Single-pass type II membrane protein {ECO:0000269|PubMed:15755813}.
Q9Z0F0	SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type II membrane protein.
Q9Y2C3	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q91YY2	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Note=Trans cisternae of Golgi stack. {ECO:0000250}.
Q9UBX8	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Note=Trans cisternae of Golgi stack.
Q8R087	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Note=Cis cisternae of Golgi stack. {ECO:0000250}.
O35607	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q13873}; Single-pass type I membrane protein.
Q6GQW0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q05928	SUBCELLULAR LOCATION: Betacellulin: Secreted, extracellular space.; SUBCELLULAR LOCATION: Probetacellulin: Cell membrane; Single-pass type I membrane protein.
Q9JK39	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
P0DN25	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q9CQM1	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type III membrane protein {ECO:0000305}. Early endosome {ECO:0000269|PubMed:24710541}. Recycling endosome {ECO:0000269|PubMed:24710541}. Cell membrane {ECO:0000303|PubMed:24710541}. Note=Also localizes to tubular endosome structures. {ECO:0000269|PubMed:24710541}.
O08532	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q8IZS8	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q5RJF7	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q9JJG7	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Cell membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}.
Q01668	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:18482979}; Multi-pass membrane protein {ECO:0000269|PubMed:18482979}.
Q9JIS7	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
O43497	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26715324}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:26715324}.
Q02789	SUBCELLULAR LOCATION: Cell membrane, sarcolemma {ECO:0000250|UniProtKB:P07293}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P07293}. Note=Detected on T-tubules (extensions of the sarcolemma). {ECO:0000250|UniProtKB:P07293}.
Q9WU60	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O75882}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:O75882}.
Q8K0J2	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q96L58	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:11551958}; Single-pass type II membrane protein {ECO:0000269|PubMed:11551958}.
O60512	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Note=Trans cisternae of Golgi stack.
Q9UBV7	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Note=Cis cisternae of Golgi stack.
Q3UHD1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Likely to be concentrated at cell-cell adhesion sites. {ECO:0000250}.
P30411	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q6PL45	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q86VB7	SUBCELLULAR LOCATION: Soluble CD163: Secreted {ECO:0000269|PubMed:12296867}.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10577520, ECO:0000269|PubMed:10648003}; Single-pass type I membrane protein {ECO:0000269|PubMed:10577520, ECO:0000269|PubMed:10648003}. Note=Isoform 1 and isoform 2 show a lower surface expression when expressed in cells.
Q6UWJ8	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q9NS00	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
O89103	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q99643	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
A2AE42	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P30993	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein {ECO:0000250|UniProtKB:P21730}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:P21730}. Note=Phosphorylated C5aR colocalizes with ARRB1 and ARRB2 in cytoplasmic vesicles. {ECO:0000250|UniProtKB:P21730}.
Q8BIF0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}; Extracellular side {ECO:0000250}. Cell junction {ECO:0000269|PubMed:17344467}. Note=Concentrated at cell-cell contacts in cultured endothelial cells.
Q9H7X2	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P48751	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q96Q91	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q9CW73	SUBCELLULAR LOCATION: Isoform 1: Golgi apparatus membrane {ECO:0000250|UniProtKB:O35789}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:O35789}. Secreted {ECO:0000250|UniProtKB:O35789}.; SUBCELLULAR LOCATION: Isoform 2: Golgi apparatus membrane {ECO:0000250|UniProtKB:O35789}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:O35789}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O35789}. Secreted {ECO:0000250|UniProtKB:O35789}.
Q3USF0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q8VI16	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000255}; Single-pass type II membrane protein {ECO:0000255}.
O96024	SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type II membrane protein.
Q9JI67	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
O43286	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Note=Trans cisternae of Golgi stack.
P38649	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Secreted. Note=Membrane-bound form in trans cisternae of Golgi. Secreted into the body fluid (By similarity). {ECO:0000250}.
O00478	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21918970, ECO:0000269|PubMed:22767497}; Single-pass type I membrane protein {ECO:0000269|PubMed:21918970, ECO:0000269|PubMed:22767497}.
Q7Z6A9	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q6E213	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15220349}; Multi-pass membrane protein {ECO:0000269|PubMed:15220349}.
Q9HD36	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11593390}. Nucleus membrane {ECO:0000269|PubMed:11593390}.
O94766	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:21763480}; Single-pass type II membrane protein {ECO:0000269|PubMed:21763480}. Golgi apparatus, cis-Golgi network {ECO:0000269|PubMed:21763480, ECO:0000269|PubMed:25893793}.
Q9BYG0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q8NFL0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
P56818	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:19074428}. Endoplasmic reticulum {ECO:0000250}. Endosome {ECO:0000269|PubMed:19074428}. Cell surface {ECO:0000250}. Cytoplasmic vesicle membrane {ECO:0000250}. Membrane raft {ECO:0000269|PubMed:19074428}. Note=Predominantly localized to the later Golgi/trans-Golgi network (TGN) and minimally detectable in the early Golgi compartments. A small portion is also found in the endoplasmic reticulum, endosomes and on the cell surface (By similarity). {ECO:0000250}.
Q9JL18	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Golgi apparatus {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Endosome {ECO:0000250}. Cell surface {ECO:0000250}.
Q16611	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q8NFU1	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9NYM9	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250}. Note=Present throughout the Golgi apparatus, with increasing concentration from cis-Golgi to the trans-Golgi face of the stacks. {ECO:0000250}.
Q5TH69	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19496786}. Cytoplasmic vesicle, secretory vesicle {ECO:0000250|UniProtKB:Q3UGY8}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q13323	SUBCELLULAR LOCATION: Endomembrane system; Single-pass membrane protein. Mitochondrion membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Note=Around the nuclear envelope, and in cytoplasmic membranes.
O60238	SUBCELLULAR LOCATION: Nucleus envelope. Endoplasmic reticulum. Mitochondrion outer membrane. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Colocalizes with SPATA18 at the mitochondrion outer membrane.
O95415	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q6H1V1	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O55003	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion outer membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Note=Coexpression with the EIB 19-kDa protein results in a shift in NIP3 localization pattern to the nuclear envelope. Colocalizes with ACAA2 in the mitochondria. Colocalizes with SPATA18 at the mitochondrion outer membrane (By similarity). {ECO:0000250}.
Q9BWV1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12634428}; Single-pass type I membrane protein {ECO:0000269|PubMed:12634428}. Note=Enriched at sites of cell-cell contact.
P28662	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q6A051	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q61334	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.
Q61125	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P32299	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P36894	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9Z2F7	SUBCELLULAR LOCATION: Nucleus envelope {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Mitochondrion outer membrane {ECO:0000250}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Colocalizes with SPATA18 at the mitochondrion outer membrane. {ECO:0000250}.
O70337	SUBCELLULAR LOCATION: Endomembrane system {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Mitochondrion membrane {ECO:0000269|PubMed:9525867}; Single-pass membrane protein {ECO:0000269|PubMed:9525867}. Note=Around the nuclear envelope, and in cytoplasmic membranes. {ECO:0000250}.
Q6AZB0	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q9UMX3	SUBCELLULAR LOCATION: Isoform 1: Mitochondrion membrane {ECO:0000250|UniProtKB:O35425}; Single-pass membrane protein {ECO:0000250|UniProtKB:O35425}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:27076518}; Single-pass membrane protein {ECO:0000250|UniProtKB:O35425}. Mitochondrion inner membrane {ECO:0000269|PubMed:24113155}. Cytoplasm {ECO:0000269|PubMed:15868100, ECO:0000269|PubMed:16302269, ECO:0000269|PubMed:19942931, ECO:0000269|PubMed:20673843, ECO:0000269|PubMed:24113155}. Nucleus {ECO:0000269|PubMed:16302269, ECO:0000269|PubMed:19942931, ECO:0000269|PubMed:20673843}. Mitochondrion {ECO:0000269|PubMed:15102863, ECO:0000269|PubMed:15868100, ECO:0000269|PubMed:19942931, ECO:0000269|PubMed:27076518}. Endoplasmic reticulum {ECO:0000269|PubMed:16302269}. Mitochondrion outer membrane {ECO:0000269|PubMed:27076518}. Early endosome membrane {ECO:0000250|UniProtKB:O35425}. Recycling endosome membrane {ECO:0000250|UniProtKB:O35425}. Nucleus outer membrane {ECO:0000250|UniProtKB:O35425}. Golgi apparatus, cis-Golgi network membrane {ECO:0000250|UniProtKB:O35425}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:O35425}. Membrane {ECO:0000269|PubMed:19942931}. Note=Nuclear and cytoplasmic compartments in the early stages of apoptosis and during apoptosis it associates with mitochondria (PubMed:19942931). In healthy cells, associates loosely with the membrane in a hit-and-run mode. The insertion and accumulation on membranes is enhanced through the activity of death signals, resulting in the integration of the membrane-bound protein into the membrane (PubMed:15868100). The transmembrane domain controls subcellular localization; constitutes a tail-anchor. Localizes in early and late endosome upon blocking of apoptosis. Must localize to the mitochondria to induce mitochondrial outer membrane permeabilization and apoptosis (By similarity). {ECO:0000250|UniProtKB:O35425, ECO:0000269|PubMed:15868100, ECO:0000269|PubMed:19942931}.; SUBCELLULAR LOCATION: Isoform 2: Membrane {ECO:0000269|PubMed:19942931}. Cytoplasm {ECO:0000269|PubMed:19942931}.
